1 Anhui
>>大同县 Datong Xiàn
>>广灵县 Guangling
>>浑源县 Hunyuan
>>灵丘县 Lingqiu
>>天镇县 Tianzhen
>>阳高县 Yanggao
>>左云县 Zuoyun

>阳泉市 Yangquan
>>平定县 Pingding
>>Yangquan Yangquan
>>盂县 Yu

>太原市 Taiyuan
>>古交市 Gujiao
>>娄烦县 Loufan
>>清徐县 Qingxu
>>Taiyuan Taiyuan
>>阳曲县 Yangqu

>吕梁市 Luliang
>>方山县 Fangshan
>>汾阳市 Fenyang
>>交城县 Jiaocheng
>>交口县 Jiaokou
>>岚县 Lan
>>临县 Lin
>>离石区 Lishi
>>柳林县 Liulin
>>石楼县 Shilou
>>文水县 Wenshui
>>孝义市 Xiaoyi
>>兴县 Xing
>>中阳县 Zhongyang

>运城县 Yuncheng
>>河津市 Hejin
>>绛县 Jiang
>>稷山县 Jishan
>>临猗县 Linyi
>>平陆县 Pinglu
>>芮城县 Ruicheng
>>万荣县 Wanrong
>>闻喜县 Wenxi
>>夏县 Xia
>>新绛县 Xinjiang
>>永济市 Yongji
>>垣曲县 Yuanqu
>>Yuncheng Yuncheng

>晋中市 Jinzhong
>>和顺县 Heshun
>>介休市 Jiexiu
>>灵石县 Lingshi
>>平遥县 Pingyao
>>祁县 Qi
>>Shouyang Shouyang
>>太谷县 Taigu
>>昔阳县 Xiyang
>>Yuci Yuci
>>榆社县 Yushe
>>左权县 Zuoquan

>忻州市 Xinzhou
>>保德县 Baode
>>代县 Dai
>>定襄县 Dingxiang
>>繁峙县 Fanshi
>>河曲县 Hequ
>>静乐县 Jingle
>>岢岚县 Kelan
>>宁武县 Ningwu
>>偏关县 Pianguan
>>神池县 Shenchi
>>五台县 Wutai
>>五寨县 Wuzhai
>>忻府区 Xinfu
>>原平市 Yuanping

>长治市 Changzhi
>>长治县 Changzhi Shì
>>长治县 Changzhi Xiàn
>>壶关县 Huguan
>>黎城县 Licheng
>>潞城市 Lucheng
>>平顺县 Pingshun
>>沁县 Qin
>>沁源县 Qinyuan
>>屯留县 Tunliu
>>武乡县 Wuxiang
>>襄垣县 Xiangyuan
>>长子县 Zhangzi

>临汾市 Linfen
>>安泽县 Anze
>>大宁县 Daning
>>汾西县 Fenxi
>>浮山县 Fushan
>>古县 Gu
>>洪洞县 Hongtong
>>侯马市 Houma
>>Huo Huo
>>吉县 Ji
>>Linfen Linfen
>>蒲县 Pu
>>曲沃县 Quwo
>>襄汾县 Xiangfen
>>乡宁县 Xiangning
>>隰县 Xi
>>翼城县 Yicheng
>>Yonghe Yonghe

>晋城市 Jincheng
>>高平市 Gaoping
>>Jingcheng Jingcheng
>>陵川县 Lingchuan
>>沁水县 Qinshui
>>阳城县 Yangcheng

>朔州市 Shuozhou
>>怀仁县 Huairen
>>平陆县 Pinglu
>>山阴县 Shanyin
>>Shuo Shuo
>>应县 Ying
>>右玉县 Youyu


26 Sichuan
>南充市 Nanchong
>>阆中市 Langzhong
>>南部县 Nanbu
>>南充市 Nanchong Shì
>>南充市 Nanchong Xiàn
>>蓬安县 Peng'an
>>西充县 Xichong
>>仪陇县 Yilong
>>营山县 Yingshan

>乐山市 Leshan
>>峨边彝族自治县 Ebian Yi
>>峨眉山市 Emeishan
>>夹江县 Jiajiang
>>金口河区 Jinkouhe
>>马边彝族自治县 Mabian Yi
>>沐川县 Muchuan
>>犍为县 Qianwei
>>沙湾区 Shawan
>>市中区 Shizhong
>>五通桥区 Wutongqiao

>雅安市 Ya'an
>>宝兴县 Baoxing
>>汉源县 Hanyuan
>>芦山县 Lushan
>>名山县 Mingshan
>>石棉县 Shimian
>>天全县 Tianquan
>>雅安市 Ya An
>>荥经县 Yingjing

>攀枝花市 Panzhihua
>>东区 East
>>米易县 Miyi
>>盐边县 Yanbian

>内江市 Neijiang
>>东兴区 Dongxing
>>市中区 Shizhong
>>威远县 Weiyuan

>遂宁市 Suining
>>蓬溪县 Pengxi
>>射洪县 Shehong
>>Suining Suining

>资阳市 Ziyang
>>安居区 Anju
>>江阳区 Jiangyang
>>乐至县 Lezhi
>>Ziyang Ziyang

>广元市 Guangyuan
>>苍溪县 Cangxi
>>朝天区 Chaotian
>>剑阁县 Jiange
>>青川县 Qingchuan
>>市中区 Shizhong
>>旺苍县 Wangcang
>>元坝区 Yuanba

>广安市 Guang'an
>>广安区 Guang'an
>>Huayun Huayun
>>邻水县 Linshui
>>武胜县 Wusheng
>>岳池县 Yuechi

>甘孜藏族自治州 Garzê Tibetan
>>白玉县 Baiyü
>>巴塘县 Batang
>>德格县 Dêgê
>>得荣县 Dêrong
>>丹巴县 Danba
>>稻城县 Daocheng
>>道孚县 Dawu
>>甘孜县 Garzê
>>九龙县 Jiulong
>>康定县 Kangding
>>理塘县 Litang
>>泸定县 Luding
>>炉霍县 Luhuo
>>色达县 Sêrtar
>>石渠县 Sêrxü
>>乡城县 Xiangcheng
>>新龙县 Xinlong
>>雅江县 Yajiang

>自贡市 Zigong
>>富顺县 Fushun
>>荣县 Rong
>>Zigong Zigong

>达州市 Dazhou
>>达县 Da
>>Daxian Daxian
>>大竹县 Dazhu
>>开江县 Kaijiang
>>渠县 Qu
>>万源市 Wanyuan
>>宣汉县 Xuanhan

>巴中市 Bazhong
>>巴中区 Bazhong
>>Nanjiang Nanjiang
>>平昌县 Pingchang
>>通江县 Tongjiang

>凉山彝族自治州 Liangshan Yi
>>布拖县 Butuo
>>德昌县 Dechang
>>甘洛县 Ganluo
>>会东县 Huidong
>>会理县 Huili
>>旌阳区 Jingyang
>>雷波县 Leibo
>>美姑县 Meigu
>>冕宁县 Mianning
>>木里藏族自治县 Muli Tibetan
>>宁南县 Ningnan
>>普格县 Puge
>>西昌市 Xichang
>>喜德县 Xide
>>盐源县 Yanyuan
>>越西县 Yuexi
>>昭觉县 Zhaojue

>内江市 Neijiang]]
>>隆昌县 Longchang
>>资中县 Zizhong

>眉山市 Meishan
>>丹棱县 Danleng
>>洪雅县 Hongya
>>井研县 Jingyan
>>Meishan Meishan
>>彭山县 Pengshan
>>青神县 Qingshen
>>仁寿县 Renshou

>德阳市 Deyang
>>Deyang Deyang
>>广汉市 Guanghan
>>绵竹市 Mianzhu
>>什邡市 Shifang
>>中江县 Zhongjiang

>宜宾市 Yibin
>>长宁县 Changning
>>高县 Gao
>>珙县 Gong
>>江安县 Jiang'an
>>筠连县 Junlian
>>南溪县 Nanxi
>>屏山县 Pingshan
>>兴文县 Xingwen
>>宜宾市 Yibin Shì
>>宜宾县 Yibin Xiàn

>阿坝藏族羌族自治州 Ngawa Tibetan and Qiang
>>Aba Aba
>>马尔康县 Barkam
>>Guan Guan
>>黑水县 Heishui
>>红原县 Hongyuan
>>金川县 Jinchuan
>>理县 Li
>>茂县 Mao
>>Nanping Nanping
>>松潘县 Songpan
>>汶川县 Wenchuan
>>小金县 Xiaojin
>>壤塘县 Zamtang
>>若尔盖县 Zoigê

>绵阳市 Mianyang
>>安县 An
>>北川羌族自治县 Beichuan Qiang
>>江油市 Jiangyou
>>Mianyang Mianyang
>>平武县 Pingwu
>>三台县 Santai
>>盐亭县 Yanting
>>梓潼县 Zitong

>泸州市 Luzhou
>>古蔺县 Gulin
>>合江县 Hejiang
>>泸县 Lu
>>泸州市 Luzhou
>>纳溪区 Nàxī
>>叙永县 Xuyong

>成都市 Chengdu
>>成都区 Chengdu Qū
>>成都市 Chengdu Shì
>>Chongqing Chongqing
>>大邑县 Dayi
>>金堂县 Jintang
>>Peng Peng
>>郫县 Pi
>>蒲江县 Pujiang
>>邛崃市 Qionglai
>>双流县 Shuangliu
>>温江区 Wenjiang
>>新都区 Xindu
>>新津县 Xinjin


27 Tianjin
>天津 Tianjin
>>宝坻区 Baodi
>>北辰区 Beichen
>>大港区 Dagang
>>东丽区 Dongli
>>汉沽区 Hangu
>>静海县 Jinghai
>>蓟县 Ji
>>宁河县 Ninghe
>>塘沽区 Tanggu
>>Tianjin Tianjin
>>武清区 Wuqing
>>西青区 Xiqing


28 Xinjiang Uygur
>克孜勒苏柯尔克孜自治州 Kizilsu Kirghiz
>>阿合奇县 Akqi
>>阿克陶县 Akto
>>阿图什市 Artux
>>Wuqia Wuqia

>石河子市 Shihezi
>>石河子市 Shihezi

>塔城地区 Tacheng
>>额敏县 Emin
>>和布克赛尔蒙古自治县 Hoboksar Mongol
>>沙湾县 Shawan
>>塔城市 Tacheng
>>托里县 Toli
>>Usu Usu
>>裕民县 Yumin

>阿克苏地区 Aksu
>>阿克苏市 Aksu
>>阿瓦提县 Awat
>>拜城县 Baicheng
>>柯坪县 Kalpin
>>Kuqa Kuqa
>>沙雅县 Shayar
>>新和县 Toksu
>>温宿县 Wensu
>>Wushi Wushi

>克拉玛依市 Karamay
>>独山子区 Dushanzi
>>克拉玛依区 Karamay

>喀什地区 Kashgar
>>巴楚县 Bachu
>>伽师县 Jiashi
>>喀什市 Kashgar
>>麦盖提县 Makit
>>泽普县 Poskam
>>疏附县 Shufu
>>疏勒县 Shule
>>塔什库尔干塔吉克自治县 Taxkorgan Tajik
>>叶城县 Yecheng
>>英吉沙县 Yengisar
>>岳普湖县 Yopurga
>>泽普县 Zepu

>Something Error.
>>博乐市 Bole
>>精河县 Jinghe
>>温泉县 Wenquan

>昌吉回族自治州 Changji Hui
>>昌吉市 Changji
>>阜康市 Fukang
>>呼图壁县 Hutubi
>>吉木萨尔县 Jimsar
>>玛纳斯县 Manas
>>米泉市 Miquan
>>木垒哈萨克自治县 Mori
>>奇台县 Qitai

>伊犁哈萨克自治州 Ili Kazakh
>>巩留县 Gongliu
>>霍城县 Huocheng
>>奎屯市 Kuitun
>>尼勒克县 Nilka
>>察布查尔锡伯自治县 Qapqal Xibe
>>特克斯县 Tekes
>>新源县 Xinyuan
>>伊宁县 Yining Shì
>>伊宁县 Yining
>>昭苏县 Zhaosu

>Something Error.
>>Something Error.
>>Something Error.

>巴音郭愣蒙古自治州 Bayin'gholin Mongol
>>博湖县 Bohu
>>和静县 Hejing
>>和硕县 Hoxud
>>Korla Korla
>>轮台县 Luntai
>>且末县 Qiemo
>>若羌县 Ruoqiang
>>焉耆回族自治县 Yanqi Hui
>>尉犁县 Yuli

>阿勒泰地区 Altay
>>阿勒泰市 Altay
>>布尔津县 Burqin
>>福海县 Fuhai
>>富蕴县 Fuyun
>>哈巴河县 Habahe
>>吉木乃县 Jeminay
>>清河县 Qinggil

>吐鲁番地区 Turfan
>>Shanshan Shanshan
>>托克逊县 Toksun
>>吐鲁番市 Turfan

>和田地区 Khotan
>>和田市 Khotan
>>洛浦县 Lop
>>民丰县 Minfeng
>>Moyu Moyu
>>皮山县 Pishan
>>Qira Qira
>>Yutian Yutian

>哈密地区 Hami
>>巴里坤哈萨克自治县阿图什市 Barkol Kazakh
>>Hami Hami
>>伊吾县 Yiwu


29 Xizang
>拉萨市 Lhasa
>>达孜县 Dagzê
>>当雄县 Damxung
>>堆龙德庆县 Doilungdêqên
>>林周县 Lhünzhub
>>Lhasa Lhasa
>>墨竹工卡县 Maizhokunggar
>>尼木县 Nyêmo
>>曲水县 Qüxü

>昌都地区 Chamdo
>>边坝县 Banbar
>>八宿县 Baxoi
>>丁青县 Dêngqên
>>贡觉县 Gonjo
>>江达县 Jomdo
>>洛隆县 Lhorong
>>芒康县 Markam
>>昌都县 Qamdo
>>类乌齐县 Riwoqê
>>察雅县 Zhag'yab
>>左贡县 Zogang

>那曲地区 Nagchu
>>安多县 Amdo
>>巴青县 Baqên
>>比如县 Biru
>>嘉黎县 Lhari
>>那曲县 Nagchu
>>聂荣县 Nyainrong
>>尼玛县 Nyima
>>Raingoin Raingoin
>>索县 Sog
>>申扎县 Xainza

>山南地区 Shannan
>>措美县 Comai
>>错那县 Cona
>>贡嘎县 Gonggar
>>加查县 Gyaca
>>隆子县 Lhünzê
>>洛扎县 Lhozhag
>>乃东县 Nêdong
>>浪卡子县 Nagarzê
>>琼结县 Qonggyai
>>曲松县 Qusum
>>桑日县 Sangri
>>扎囊县 Zhanang

>林芝地区 Nyingtri
>>波密县 Bomi
>>工布江达县 Gongbo'gyamda
>>米林县 Mainling
>>朗县 Nang
>>林芝县 Nyingchi
>>察隅县 Zayü

>阿里地区 Ngari
>>普兰县 Burang
>>措勤县 Coqên
>>革吉县 Gê'gyai
>>改则县 Gêrzê
>>噶尔县 Gar
>>日土县 Rutog
>>札达县 Zanda

>日喀则地区 Shigatse
>>白朗县 Bainang
>>定结县 Dinggyê
>>岗巴县 Gamba
>>江孜县 Gyangzê
>>吉隆县 Gyirong
>>康马县 Kangmar
>>拉孜县 Lhazê
>>南木林县 Namling
>>昂仁县 Ngamring
>>聂拉木县 Nyalam
>>仁布县 Rinbung
>>萨迦县 Sa'gya
>>萨嘎县 Saga
>>日喀则市 Shigatse
>>定日县 Tingri
>>谢通门县 Xaitongmoin
>>亚东县 Yadong
>>仲巴县 Zhongba


30 Yunnan
>曲靖市 Qujing
>>富源县 Fuyuan
>>会泽县 Huize
>>陆良县 Luliang
>>罗平县 Luoping
>>马龙县 Malong
>>师宗县 Shizong
>>宣威市 Xuanwei
>>沾益县 Zhanyi

>西双版纳傣族自治州 Xishuangbanna Dai
>>景洪市 Jinghong
>>勐海县 Menghai
>>勐腊县 Mengla

>楚雄彝族自治州 Chuxiong Yi
>>楚雄市 Chuxiong
>>大姚县 Dayao
>>禄丰县 Lufeng
>>牟定县 Mouding
>>南华县 Nanhua
>>双柏县 Shuangbai
>>武定县 Wuding
>>姚安县 Yao'an
>>永仁县 Yongren
>>元谋县 Yuanmou

>大理白族自治州 Dali Bai
>>宾川县 Binchuan
>>大理市 Dali
>>洱源县 Eryuan
>>鹤庆县 Heqing
>>剑川县 Jianchuan
>>弥渡县 Midu
>>南涧彝族自治县 Nanjian Yi
>>巍山彝族巍山彝族 Weishan Yi and Hui
>>祥云县 Xiangyun
>>漾濞彝族自治县 Yangbi Yi
>>永平县 Yongping
>>玉龙纳西族自治县 Yulong Naxi

>昭通市 Zhaotong
>>大关县 Daguan
>>鲁甸县 Ludian
>>巧家县 Qiaojia
>>水富县 Shuifu
>>绥江县 Suijiang
>>维西傈僳族自治县 Weixi Lisu
>>盐津县 Yanjin
>>宜良县 Yiliang
>>永善县 Yongshan
>>Zhaotong Zhaotong
>>镇雄县 Zhenxiong

>迪庆藏族自治州 Dêqên Tibetan
>>德钦县 Dêqên
>>威信县 Weixin
>>Zhongdian Zhongdian

>怒江傈僳族自治州 Nujiang Lisu
>>Bijiang Bijiang
>>贡山独龙族怒族自治县 Gongshan Derung and Nu
>>兰坪白族普米族自治县 Lanping Bai and Pumi
>>泸水县 Lushui

>丽江市 Lijiang
>>华坪县 Huaping
>>Lijiang Lijiang
>>宁蒗彝族自治县 Ninglang Yi
>>永胜县 Yongsheng

>普洱市 Pu'er
>>江城哈尼族彝族自治县 Jiangcheng Hani and Yi
>>景东彝族自治县 Jingdong Yi
>>景谷傣族彝族自治县 Jinggu Dai and Yi
>>澜沧拉祜族自治县 Lancang Lahu
>>孟连傣族拉祜族佤族自治县 Menglian Dai, Lahu and Va
>>墨江哈尼族自治县 Mojiang Hani
>>Puer Puer
>>思茅区 Simao
>>西盟佤族自治县 Ximeng Va
>>镇沅彝族哈尼族拉祜族自治县 Zhenyuan Yi, Hani and Lahu

>文山壮族苗族自治州 Wenshan Zhuang and Miao
>>富宁县 Funing
>>广南县 Guangnan
>>马关县 Maguan
>>麻栗坡县 Malipo
>>丘北县 Qiubei
>>文山县 Wenshan
>>西畴县 Xichou
>>砚山县 Yanshan

>保山市 Baoshan
>>Baoshan Baoshan
>>昌宁县 Changning
>>龙陵县 Longling
>>施甸县 Shidian
>>腾冲县 Tengchong

>红河哈尼族彝族自治州 Honghe Hani and Yi
>>个旧市 Gejiu
>>河口瑶族自治县 Hekou Yao
>>红河县 Honghe
>>建水县 Jianshui
>>金平苗族瑶族傣族自治县 Jinping Miao, Yao and Dai
>>开远市 Kaiyuan
>>绿春县 Lüchun
>>潞西市 Luxi
>>蒙自县 Mengzi
>>弥勒县 Mile
>>屏边苗族自治县 Pingbian Miao
>>石屏县 Shiping
>>元阳县 Yuanyang

>玉溪市 Yuxi
>>澄江县 Chengjiang
>>峨山彝族自治县 Eshan Yi
>>华宁县 Huaning
>>江川县 Jiangchuan
>>Tonghai Tonghai
>>新平彝族傣族自治县 Xinping Yi and Dai
>>易门县 Yimen
>>元江哈尼族彝族傣族自治县 Yuanjiang Hani, Yi and Dai
>>Yuxi Yuxi

>昆明市 Kunming
>>安宁市 Anning
>>呈贡县 Chenggong
>>东川区 Dongchuan
>>富民县 Fumin
>>晋宁县 Jinning
>>昆明市 Kunming
>>Lunan Lunan
>>禄劝彝族苗族自治县 Luquan Yi and Miao
>>嵩明县 Songming
>>西山区 Xishan
>>寻甸回族彝族自治县 Xundian Hui and Yi
>>宜良县 Yiliang

>德宏傣族景颇族自治州 Dehong Dai and Jingpo
>>梁河县 Lianghe
>>陇川县 Longchuan
>>潞西市 Luxi
>>瑞丽市 Ruili
>>盈江县 Yingjiang

>临沧市 Lincang
>>沧源佤族自治县 Cangyuan Va
>>凤庆县 Fengqing
>>耿马傣族佤族自治县 Gengma Dai and Va
>>Lincang Lincang
>>双江拉祜族佤族布朗族傣族自治县 Shuangjiang Lahu, Va, Blang and Dai
>>永德县 Yongde
>>云县 Yun
>>镇康县 Zhenkang


31 Zhejiang
>绍兴市 Shaoxing
>>上虞市 Shangyu
>>绍兴县 Shaoxing Xiàn
>>绍兴市 Shaoxing
>>嵊泗县 Shengsi
>>新昌县 Xinchang
>>诸暨市 Zhuji

>杭州市 Hangzhou
>>淳安县 Chun'an
>>富阳市 Fuyang
>>Hangzhou Hangzhou
>>建德市 Jiande
>>临安市 Lin'an
>>桐庐县 Tonglu
>>萧山区 Xiaoshan
>>余杭区 Yuhang

>丽水市 Lishui
>>景宁畲族自治县 Jingning She
>>缙云县 Jinyun
>>Lishui Lishui
>>龙泉市 Longquan
>>青田县 Qingtian
>>庆元县 Qingyuan
>>松阳县 Songyang
>>遂昌县 Suichang
>>云和县 Yunhe

>宁波市 Ningbo
>>慈溪市 Cixi
>>奉化市 Fenghua
>>龙湾区 Longwan
>>宁海县 Ninghai
>>象山县 Xiangshan
>>秀洲区 Xiuzhou
>>余姚市 Yuyao
>>镇海区 Zhenhai

>湖州市 Huzhou
>>安吉县 Anji
>>长兴县 Changxing
>>德清县 Deqing
>>Huzhou Huzhou

>台州市 Taizhou
>>黄岩区 Huangyan
>>临海市 Linhai
>>三门县 Sanmen
>>天台县 Tiantai
>>温岭市 Wenling
>>仙居县 Xianju
>>玉环县 Yuhuan

>嘉兴市 Jiaxing
>>海宁市 Haining
>>海盐县 Haiyan
>>嘉善县 Jiashan
>>嘉兴市 Jiaxing
>>平湖市 Pinghu
>>桐乡市 Tongxiang
>>秀洲区 Xiuzhou

>金华市 Jinhua
>>东阳市 Dongyang
>>金华市 Jinhua Shì
>>金华县 Jinhua Xiàn
>>兰溪市 Lanxi
>>磐安县 Pan'an
>>浦江县 Pujiang
>>武义县 Wuyi
>>义乌市 Yiwu
>>永康市 Yongkang

>温州市 Wenzhou
>>苍南县 Cangnan
>>瓯海区 Ouhai
>>平阳县 Pingyang
>>瑞安市 Ruian
>>泰顺县 Taishun
>>文成县 Wencheng
>>温州市 Wenzhou
>>永嘉县 Yongjia
>>乐清市 Yueqing

>衢州市 Quzhou
>>常山县 Changshan
>>江山市 Jiangshan
>>开化县 Kaihua
>>龙游县 Longyou
>>衢州市 Quzhou Shì
>>衢州县 Quzhou Xiàn

>舟山市 Zhoushan
>>岱山县 Daishan
>>定海区 Dinghai
>>普陀区 Putuo


